class_index,label_name,title,description,text,binary_label,pred_binary,pred_binary_label,pred_binary_score,tech_category,tech_category_score,tech_category_score_gap,top2_category,top2_score
4,Sci/Tech,Microsoft promises new OS for 2006,"Microsoft says it plans to broadly release the long-awaited update to its flagship Windows operating system, dubbed  #39;Longhorn #39;, in 2006.","Microsoft promises new OS for 2006. Microsoft says it plans to broadly release the long-awaited update to its flagship Windows operating system, dubbed #39;Longhorn #39;, in 2006.",1,1,tech,0.986846167965015,Other Tech,0.3564959764480591,0.18648986518383026,Infra/Cloud,0.17000611126422882
4,Sci/Tech,Bush administration shifts stance on the cause of warming,"NEW YORK In a striking shift in the way the Bush administration has portrayed the science of climate change, a new report to Congress focuses on federal research indicating that emissions of carbon dioxide and other heat-trapping gases are the only likely ","Bush administration shifts stance on the cause of warming. NEW YORK In a striking shift in the way the Bush administration has portrayed the science of climate change, a new report to Congress focuses on federal research indicating that emissions of carbon dioxide and other heat-trapping gases are the only likely",1,1,tech,0.8174454372044542,Other Tech,0.1857941746711731,0.11609835177659988,AI/ML,0.06969582289457321
4,Sci/Tech,Microsoft #39;s big fix: Security patch now on the market,"For the past few years, viruses have attacked Microsoft #39;s operating system, Web browser or e-mail programs seemingly on a weekly basis.","Microsoft #39;s big fix: Security patch now on the market. For the past few years, viruses have attacked Microsoft #39;s operating system, Web browser or e-mail programs seemingly on a weekly basis.",1,1,tech,0.9942667052715087,Security,0.3657207489013672,0.049223512411117554,Other Tech,0.31649723649024963
4,Sci/Tech,Swing and a Miss for Asteroid,"An asteroid the size of a large storage shed came within 4,100 miles of Earth this spring, making it the closest near miss ever recorded, US astronomers said this week.","Swing and a Miss for Asteroid. An asteroid the size of a large storage shed came within 4,100 miles of Earth this spring, making it the closest near miss ever recorded, US astronomers said this week.",1,1,tech,0.9473047862013226,Other Tech,0.0728137195110321,0.000412769615650177,Data Engineering/Messaging,0.07240094989538193
4,Sci/Tech,The Digital Transition,"If my car died tomorrow, I'd have a lot less angst picking its successor than I would if my TV conked out. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/B&gt;&lt;/FONT&gt;","The Digital Transition. If my car died tomorrow, I'd have a lot less angst picking its successor than I would if my TV conked out. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/B&gt;&lt;/FONT&gt;",1,1,tech,0.9870454813392945,Other Tech,0.20318259298801422,0.04543986916542053,DB/Storage,0.1577427238225937
4,Sci/Tech,"Hard Drive: SP Your XP, RSN","Don #39;t have Windows XP? Listen up anyway, because there #39;s a lesson to learn, not to mention sly put downs you can use to annoy your Windows-XP-using-friends so they #39;ll finally break down and admit ","Hard Drive: SP Your XP, RSN. Don #39;t have Windows XP? Listen up anyway, because there #39;s a lesson to learn, not to mention sly put downs you can use to annoy your Windows-XP-using-friends so they #39;ll finally break down and admit",1,1,tech,0.9973955258010452,Other Tech,0.18026615679264069,0.02966943383216858,DB/Storage,0.1505967229604721
3,Business,The Hunt for a Hybrid,The Aug. 23 front-page article on the Toyota Prius vs. the Honda Civic implied that the main reason people prefer the Prius was its  quot;geek-chic look quot; and the image buyers want.,The Hunt for a Hybrid. The Aug. 23 front-page article on the Toyota Prius vs. the Honda Civic implied that the main reason people prefer the Prius was its quot;geek-chic look quot; and the image buyers want.,0,1,tech,0.8743283740806767,Other Tech,0.16360169649124146,0.08486476540565491,Language,0.07873693108558655
4,Sci/Tech,GlobeTrotter: Mandrake-based 40GB Linux Mobile Desktop,"joestar writes  quot;Mandrakesoft  amp; LaCie have just launched  quot;GlobeTrotter quot;, a ultra-compact 40 GB bootable USB hard-drive pre-loaded with Mandrakelinux 10.","GlobeTrotter: Mandrake-based 40GB Linux Mobile Desktop. joestar writes quot;Mandrakesoft amp; LaCie have just launched quot;GlobeTrotter quot;, a ultra-compact 40 GB bootable USB hard-drive pre-loaded with Mandrakelinux 10.",1,1,tech,0.9969293032966847,Other Tech,0.23141643404960632,0.046582043170928955,Framework,0.18483439087867737
3,Business,"Health Highlights: Aug. 28, 2004","A new drug that fights a form of age-related macular degeneration (AMD), a leading cause of blindness in the elderly, won applause if not approval from a panel of advisors to the US Food and Drug Administration.","Health Highlights: Aug. 28, 2004. A new drug that fights a form of age-related macular degeneration (AMD), a leading cause of blindness in the elderly, won applause if not approval from a panel of advisors to the US Food and Drug Administration.",0,1,tech,0.887878495803441,Other Tech,0.1352866291999817,0.029885880649089813,AI/ML,0.10540074855089188
4,Sci/Tech,"File-Sharers, the Eyes of Justice Are Upon You","President Bush likes to project the swashbuckling image, but this week it was the folks over at the Justice Department who formed the posse to go after the evildoers -- the ones on the Internet.","File-Sharers, the Eyes of Justice Are Upon You. President Bush likes to project the swashbuckling image, but this week it was the folks over at the Justice Department who formed the posse to go after the evildoers -- the ones on the Internet.",1,1,tech,0.6152600794176704,Other Tech,0.12335692346096039,0.03206460177898407,Collaboration/Utility,0.09129232168197632
4,Sci/Tech,Mobile phone  #39;deafness #39; risk,"p2pnet.net News:- Defects in Siemens 65 series mobile phones could cause deafness, says the company.  quot;In extreme cases, this volume could lead to hearing damage.","Mobile phone #39;deafness #39; risk. p2pnet.net News:- Defects in Siemens 65 series mobile phones could cause deafness, says the company. quot;In extreme cases, this volume could lead to hearing damage.",1,1,tech,0.9479232312088074,Other Tech,0.20339302718639374,0.09049735218286514,Security,0.1128956750035286
3,Business,US Bells Do Video on Path Blazed by Small Telcos,The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.,US Bells Do Video on Path Blazed by Small Telcos. The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.,0,1,tech,0.9829911504982003,Other Tech,0.22483181953430176,0.003071904182434082,Infra/Cloud,0.22175991535186768
4,Sci/Tech,Our mobile margins will fall: Telstra,TELSTRA chief financial officer John Stanhope has admitted Telstra #39;s margins in its \$4.5 billion a year mobile phone business will shrink this year in the face of increased price competition and the growing cost of acquiring new customers.,Our mobile margins will fall: Telstra. TELSTRA chief financial officer John Stanhope has admitted Telstra #39;s margins in its \$4.5 billion a year mobile phone business will shrink this year in the face of increased price competition and the growing cost of acquiring new customers.,1,1,tech,0.6696881090565724,Other Tech,0.21625825762748718,0.12286233901977539,Framework,0.09339591860771179
4,Sci/Tech,Windows Tip: Scheduled Tasks written by Greg Melton on Monday &lt;b&gt;...&lt;/b&gt;,"If you always forget to scan for viruses, update virus protection, run Disk Defragmenter, or run any other system tool, look to the Task Scheduler for help.","Windows Tip: Scheduled Tasks written by Greg Melton on Monday &lt;b&gt;...&lt;/b&gt;. If you always forget to scan for viruses, update virus protection, run Disk Defragmenter, or run any other system tool, look to the Task Scheduler for help.",1,1,tech,0.8520795388326725,Other Tech,0.1097048968076706,0.025854378938674927,DB/Storage,0.08385051786899567
4,Sci/Tech,China launches science satellite,"China launched an experimental satellite into orbit Sunday, atop a Long March 2C carrier rocket; reported Xinhua, China #39;s government-run news agency.","China launches science satellite. China launched an experimental satellite into orbit Sunday, atop a Long March 2C carrier rocket; reported Xinhua, China #39;s government-run news agency.",1,1,tech,0.9833308004427438,Other Tech,0.19080862402915955,0.10048705339431763,AI/ML,0.09032157063484192
1,World,PM Hails Successful Launch Of Agni II,"NEW DELHI, AUG 29: Prime Minister Manmohan Singh on Sunday congratulated the scientists and engineers for the successful launch of the Agni II missile.","PM Hails Successful Launch Of Agni II. NEW DELHI, AUG 29: Prime Minister Manmohan Singh on Sunday congratulated the scientists and engineers for the successful launch of the Agni II missile.",0,1,tech,0.9263598709622638,Other Tech,0.1650005280971527,0.0017773807048797607,Other Tech,0.16322314739227295
4,Sci/Tech,Microsoft revamps its plans for Longhorn,Microsoft is shaking up its plans for the next version of Windows to get the software off the drawing board and into PCs by the end of 2006.,Microsoft revamps its plans for Longhorn. Microsoft is shaking up its plans for the next version of Windows to get the software off the drawing board and into PCs by the end of 2006.,1,1,tech,0.9949778232384863,Other Tech,0.3505468964576721,0.10686975717544556,Framework,0.24367713928222656
4,Sci/Tech,China Launches Mapping Satellite (AP),"AP - China on Sunday launched a satellite that will carry out land surveying and other scientific projects for several days and return to Earth, government media reported.","China Launches Mapping Satellite (AP). AP - China on Sunday launched a satellite that will carry out land surveying and other scientific projects for several days and return to Earth, government media reported.",1,1,tech,0.961310083250745,Other Tech,0.17642149329185486,0.05785401910543442,Infra/Cloud,0.11856747418642044
3,Business,"For Now, Unwired Means Unlisted. That May Change.","In October, most major cellphone carriers plan to start compiling a publicly accessible listing of wireless phone numbers.","For Now, Unwired Means Unlisted. That May Change.. In October, most major cellphone carriers plan to start compiling a publicly accessible listing of wireless phone numbers.",0,1,tech,0.9466965537867481,Other Tech,0.1698644757270813,0.09880043566226959,AI/ML,0.0710640400648117
4,Sci/Tech,"Infocus: Deploying Network Access Quarantine Control, Part 2","This article discusses Network Access Quarantine Control in Windows Server 2003, which allows administrators to quarantine mobile users and verify their security posture before giving them full access to the network. Part 2 of 2.","Infocus: Deploying Network Access Quarantine Control, Part 2. This article discusses Network Access Quarantine Control in Windows Server 2003, which allows administrators to quarantine mobile users and verify their security posture before giving them full access to the network. Part 2 of 2.",1,1,tech,0.9932241628095836,Security,0.31876832246780396,0.19699086248874664,Other Tech,0.12177745997905731
3,Business,On TV -- from the Internet ,"SAN MATEO, Calif. -- The promise of Internet-based video has long been hamstrung by copyright and piracy worries, slow dial-up connections, technical challenges, and consumer disdain for watching blotchy videos on their home computers.","On TV -- from the Internet. SAN MATEO, Calif. -- The promise of Internet-based video has long been hamstrung by copyright and piracy worries, slow dial-up connections, technical challenges, and consumer disdain for watching blotchy videos on their home computers.",0,1,tech,0.9981732407137369,Other Tech,0.21491259336471558,0.01509353518486023,Data Engineering/Messaging,0.19981905817985535
3,Business,Intel in new chip breakthrough,"Intel creates a more powerful memory chip without increasing its size, confounding the firm's critics.","Intel in new chip breakthrough. Intel creates a more powerful memory chip without increasing its size, confounding the firm's critics.",0,1,tech,0.9054310560754995,Other Tech,0.4194154143333435,0.17308275401592255,AI/ML,0.24633266031742096
1,World,Going ballistic: Agni-II test fired,"NEW DELHI: Indias quest to develop a solid missile defence took a step forward today when it successfully test-fired the surface-to-surface Agni-II missile, which can cover targets in the 2000-2500 kms-range, from the Integrated Test Range (ITR) at ","Going ballistic: Agni-II test fired. NEW DELHI: Indias quest to develop a solid missile defence took a step forward today when it successfully test-fired the surface-to-surface Agni-II missile, which can cover targets in the 2000-2500 kms-range, from the Integrated Test Range (ITR) at",0,1,tech,0.6881642142699376,Other Tech,0.1939789056777954,0.027065783739089966,AI/ML,0.16691312193870544
4,Sci/Tech,96 Processors Under Your Desktop,"Roland Piquepaille writes  quot;A small Santa Clara-based company, Orion Multisystems, today unveils a new concept in computing,  #39;cluster workstations.","96 Processors Under Your Desktop. Roland Piquepaille writes quot;A small Santa Clara-based company, Orion Multisystems, today unveils a new concept in computing, #39;cluster workstations.",1,1,tech,0.9936979941788766,Other Tech,0.3286741375923157,0.006431758403778076,Infra/Cloud,0.3222423791885376
4,Sci/Tech,Intel Shrinks Transistor Size By 30,"pinkUZI writes  quot;Intel will announce that it has crammed 500 million transistors on to a single memory chip, shrinking them in size by 30.","Intel Shrinks Transistor Size By 30. pinkUZI writes quot;Intel will announce that it has crammed 500 million transistors on to a single memory chip, shrinking them in size by 30.",1,1,tech,0.9573705909418627,Other Tech,0.297037273645401,0.1070106029510498,AI/ML,0.1900266706943512
4,Sci/Tech,Microsoft spends 1bn to keep out the hackers,The growing threat of hackers and viruses has prompted Microsoft to roll out a billion- dollar upgrade of its Windows computer operating system to strengthen security.,Microsoft spends 1bn to keep out the hackers. The growing threat of hackers and viruses has prompted Microsoft to roll out a billion- dollar upgrade of its Windows computer operating system to strengthen security.,1,1,tech,0.9947908908198646,Security,0.3346394896507263,0.09626041352748871,Other Tech,0.2383790761232376
4,Sci/Tech,Juniper Takes Security to Endpoints,"Juniper Networks (Quote, Chart) has launched a new initiative designed to improve interoperability of popular third-party antivirus and firewall measures with its own Secure Socket Layer (define) Virtual Private Network (define) appliances.","Juniper Takes Security to Endpoints. Juniper Networks (Quote, Chart) has launched a new initiative designed to improve interoperability of popular third-party antivirus and firewall measures with its own Secure Socket Layer (define) Virtual Private Network (define) appliances.",1,1,tech,0.9867139669883168,Security,0.32137227058410645,0.04741770029067993,Infra/Cloud,0.2739545702934265
4,Sci/Tech,Coming to a TV near you: Ads for desktop Linux,Linspire CEO points out that recent TV ads serve as indication of acceptance in mainstream populace.,Coming to a TV near you: Ads for desktop Linux. Linspire CEO points out that recent TV ads serve as indication of acceptance in mainstream populace.,1,1,tech,0.9988229520425311,Other Tech,0.332428514957428,0.11081317067146301,Framework,0.22161534428596497
4,Sci/Tech,Orion Debuts Cluster Workstation,"Orion Multisystems, a new company founded by former Transmeta (Quote, Chart) executives, debuted a family of workstations Monday that think and act like a cluster of servers.","Orion Debuts Cluster Workstation. Orion Multisystems, a new company founded by former Transmeta (Quote, Chart) executives, debuted a family of workstations Monday that think and act like a cluster of servers.",1,1,tech,0.9930896672856006,Other Tech,0.2792782187461853,0.01650586724281311,Other Tech,0.2627723515033722
4,Sci/Tech,AT amp;T Embraces Voice-over-Internet Telephony,AT amp;T is attracted to Voice over IP because Internet telephony is cheaper to offer to businesses and consumers and requires less upfront investment than the old copper wire and traditional switching networks.,AT amp;T Embraces Voice-over-Internet Telephony. AT amp;T is attracted to Voice over IP because Internet telephony is cheaper to offer to businesses and consumers and requires less upfront investment than the old copper wire and traditional switching networks.,1,1,tech,0.9547279132039128,Other Tech,0.22142566740512848,0.017307832837104797,Other Tech,0.20411783456802368
4,Sci/Tech,IT seeing steady but slow growth: Forrester projects 7 percent &lt;b&gt;...&lt;/b&gt;,"Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research projected yesterday.","IT seeing steady but slow growth: Forrester projects 7 percent &lt;b&gt;...&lt;/b&gt;. Tech companies waiting for a big resurgence in spending on computer hardware, software, networks and staff better plan to wait about four more years, Forrester Research projected yesterday.",1,1,tech,0.8913364874491115,Other Tech,0.3124542236328125,0.055248528718948364,Collaboration/Utility,0.25720569491386414
1,World,Japan should outsource more,"The Japanese information services industry clocked up sales of 13,703.9 billion yen in fiscal 2001, according to a report on selected service industries for 2001 released by the Ministry of Economy, Trade and Industry (METI).","Japan should outsource more. The Japanese information services industry clocked up sales of 13,703.9 billion yen in fiscal 2001, according to a report on selected service industries for 2001 released by the Ministry of Economy, Trade and Industry (METI).",0,1,tech,0.7536339982103916,Other Tech,0.19180291891098022,0.004992127418518066,Other Tech,0.18681079149246216
4,Sci/Tech,ANOTHER VOICE Sugary drinks bad for you,Many studies have linked the consumption of nondiet soda and fruit juices with added sugars to obesity and attendant risks of diabetes.,ANOTHER VOICE Sugary drinks bad for you. Many studies have linked the consumption of nondiet soda and fruit juices with added sugars to obesity and attendant risks of diabetes.,1,1,tech,0.8266493595766772,Other Tech,0.03380102664232254,0.0034067556262016296,Framework,0.03039427101612091
4,Sci/Tech,Australia Police to Trap Cyberspace Pedophiles (Reuters),"Reuters - Australian police acting as part of an\international ""cyber cop"" network will be able to trap\pedophiles who use the Internet to ""groom"" or lure children for\sex, under new laws passed by parliament on Tuesday.","Australia Police to Trap Cyberspace Pedophiles (Reuters). Reuters - Australian police acting as part of an\international ""cyber cop"" network will be able to trap\pedophiles who use the Internet to ""groom"" or lure children for\sex, under new laws passed by parliament on Tuesday.",1,1,tech,0.9603158551119066,Other Tech,0.28489845991134644,0.15075606107711792,AI/ML,0.13414239883422852
4,Sci/Tech,Hall of Shame   Hall of Fame,We spotlight people and products that pester us...and the heroes saving us from annoyances.,Hall of Shame Hall of Fame. We spotlight people and products that pester us...and the heroes saving us from annoyances.,1,1,tech,0.5031473033394029,Other Tech,0.19691121578216553,0.10733996331691742,Collaboration/Utility,0.08957125246524811
4,Sci/Tech,FCC asks high court to rule on broadband (USATODAY.com),"USATODAY.com - The federal government is challenging an appeals court ruling that, officials fear, would stifle the expansion of cable broadband services by burdening the providers with new regulations.","FCC asks high court to rule on broadband (USATODAY.com). USATODAY.com - The federal government is challenging an appeals court ruling that, officials fear, would stifle the expansion of cable broadband services by burdening the providers with new regulations.",1,1,tech,0.9754404764261234,Other Tech,0.22313639521598816,0.10597257316112518,Infra/Cloud,0.11716382205486298
4,Sci/Tech,Longhorn announcements barely a blimp on IT radar,"While developers are naturally curious over tweaks to the Longhorn road map, many IT administrators barely take notice. Enterprise IT customers typically lag at least ","Longhorn announcements barely a blimp on IT radar. While developers are naturally curious over tweaks to the Longhorn road map, many IT administrators barely take notice. Enterprise IT customers typically lag at least",1,1,tech,0.9949156842822072,Other Tech,0.3610742390155792,0.08845937252044678,Data Engineering/Messaging,0.27261486649513245
4,Sci/Tech,Novell reshuffles biz for Linux focus,Novell is reorganising its business to focus on two key areas - Linux and identity management. The networking software firm #39;s Nterprise and Linux operations will be folded into a Platform and Application Services group CRN reports.,Novell reshuffles biz for Linux focus. Novell is reorganising its business to focus on two key areas - Linux and identity management. The networking software firm #39;s Nterprise and Linux operations will be folded into a Platform and Application Services group CRN reports.,1,1,tech,0.9876328219249044,Framework,0.3403990864753723,0.03026410937309265,Collaboration/Utility,0.31013497710227966
4,Sci/Tech,Apple unveils super thin iMac in Paris (AFP),"AFP - Apple Computers launched the newest version of its iMac model, which at two inches thick, is the world's thinnest desktop computer, the company said.","Apple unveils super thin iMac in Paris (AFP). AFP - Apple Computers launched the newest version of its iMac model, which at two inches thick, is the world's thinnest desktop computer, the company said.",1,1,tech,0.9945457804770264,Other Tech,0.17951413989067078,0.025911927223205566,Other Tech,0.1536022126674652
4,Sci/Tech,Apple's New iMac Computer Is All Display," PARIS (Reuters) - Apple Computer unveiled, after a  two-month delay, its new iMac desktop computer on Tuesday which  integrates disk drives and processors into a flat display less  than two inches thick.","Apple's New iMac Computer Is All Display. PARIS (Reuters) - Apple Computer unveiled, after a two-month delay, its new iMac desktop computer on Tuesday which integrates disk drives and processors into a flat display less than two inches thick.",1,1,tech,0.9927366160746433,Other Tech,0.22093935310840607,0.031144246459007263,Infra/Cloud,0.1897951066493988
4,Sci/Tech,New iMac packs computer into flat screen,"PARIS Apple Computer engineered another design coup on Tuesday, unveiling a new iMac here that incorporates all of the personal computer #39;s innards into a flat-panel screen that balances on an aluminum stand.","New iMac packs computer into flat screen. PARIS Apple Computer engineered another design coup on Tuesday, unveiling a new iMac here that incorporates all of the personal computer #39;s innards into a flat-panel screen that balances on an aluminum stand.",1,1,tech,0.9941022461053968,Other Tech,0.21260985732078552,0.06887021660804749,Security,0.14373964071273804
4,Sci/Tech,Samsung readies Philips #39; near-field communications for cellphones,"MANHASSET, NY - Philips Electronics and Samsung Electronics have entered into a deal that will enable Samsung to deploy cellular devices using Philips #39; near-field communications chip and technology.","Samsung readies Philips #39; near-field communications for cellphones. MANHASSET, NY - Philips Electronics and Samsung Electronics have entered into a deal that will enable Samsung to deploy cellular devices using Philips #39; near-field communications chip and technology.",1,1,tech,0.9866065546090671,Other Tech,0.22752708196640015,0.07360546290874481,Infra/Cloud,0.15392161905765533
4,Sci/Tech,Japanese electronics giants in LCD joint venture,"Hitachi, Toshiba and Matsushita Electric have formed a joint venture to manufacture large liquid-crystal displays for flat-screen televisions, escalating competition for a piece of the digital living room.","Japanese electronics giants in LCD joint venture. Hitachi, Toshiba and Matsushita Electric have formed a joint venture to manufacture large liquid-crystal displays for flat-screen televisions, escalating competition for a piece of the digital living room.",1,1,tech,0.9464087970523182,Other Tech,0.19815124571323395,0.001726493239402771,Framework,0.19642475247383118
4,Sci/Tech,Microsoft to delay advanced search technology from Longhorn,"Microsoft said Friday that it is delaying the release of a new data-storage technology, named WinFS, from the next version of Windows, code-named Longhorn, in order to deliver the operating system by 2006.","Microsoft to delay advanced search technology from Longhorn. Microsoft said Friday that it is delaying the release of a new data-storage technology, named WinFS, from the next version of Windows, code-named Longhorn, in order to deliver the operating system by 2006.",1,1,tech,0.9963743230556503,Other Tech,0.309343159198761,0.08195167779922485,Infra/Cloud,0.22739148139953613
4,Sci/Tech,"Beyond solar system, planets that look familiar",The universe looked a little more familiar and friendlier on Tuesday. The roll call of planets beyond the solar system swelled significantly with the announcement of a trio of newly discovered worlds much ,"Beyond solar system, planets that look familiar. The universe looked a little more familiar and friendlier on Tuesday. The roll call of planets beyond the solar system swelled significantly with the announcement of a trio of newly discovered worlds much",1,1,tech,0.9914529636038164,Other Tech,0.22436025738716125,0.09217971563339233,Data Engineering/Messaging,0.13218054175376892
4,Sci/Tech,"Spammers use sender authentication too, study says","The technology hasn't been widely adopted, but spammers are taking it up at a faster rate than legitimate e-mailers.","Spammers use sender authentication too, study says. The technology hasn't been widely adopted, but spammers are taking it up at a faster rate than legitimate e-mailers.",1,1,tech,0.9988904049657836,Other Tech,0.2146359533071518,0.005074560642242432,Data Engineering/Messaging,0.20956139266490936
4,Sci/Tech,SafeGuard Offers Easy Hard-Drive Protection,Upgraded version of this encryption app adds plenty of tools for networked users.,SafeGuard Offers Easy Hard-Drive Protection. Upgraded version of this encryption app adds plenty of tools for networked users.,1,1,tech,0.9898527966395704,Security,0.3850018382072449,0.20503827929496765,Infra/Cloud,0.17996355891227722
4,Sci/Tech,Skype Telephony Now Available for the Mac,"Skype for Windows, Skype for Pocket PC and Skype for Linux -- Skype for Mac OS X is free. Skype users can control their online presence and ","Skype Telephony Now Available for the Mac. Skype for Windows, Skype for Pocket PC and Skype for Linux -- Skype for Mac OS X is free. Skype users can control their online presence and",1,1,tech,0.9714607153644593,Other Tech,0.1838969588279724,0.006693035364151001,Collaboration/Utility,0.1772039234638214
4,Sci/Tech,Microsoft To Ship Longhorn in 2006 Without WinFS,Microsoft will ship its next Windows client code-named Longhorn in 2006 as originally promised -- but without the next-generation file system known as WinFS.,Microsoft To Ship Longhorn in 2006 Without WinFS. Microsoft will ship its next Windows client code-named Longhorn in 2006 as originally promised -- but without the next-generation file system known as WinFS.,1,1,tech,0.9956244367664753,Other Tech,0.20938020944595337,0.03650945425033569,Infra/Cloud,0.17287075519561768
4,Sci/Tech,Veritas Keeps Reaching into Its Wallet,"By acquiring KVault, which makes e-mail-archiving software, it aims to erode EMC #39;s lead and rebuild investors #39; confidence.","Veritas Keeps Reaching into Its Wallet. By acquiring KVault, which makes e-mail-archiving software, it aims to erode EMC #39;s lead and rebuild investors #39; confidence.",1,1,tech,0.9854699249999138,Other Tech,0.20889265835285187,0.010816484689712524,Data Engineering/Messaging,0.19807617366313934
4,Sci/Tech,Blu-ray group mandates Microsoft codec for BD-ROM,"The Blu-ray Disc Association (BRDA) has selected Microsoft #39;s VC-9 video codec for future BD-ROM content, the organisation said today.","Blu-ray group mandates Microsoft codec for BD-ROM. The Blu-ray Disc Association (BRDA) has selected Microsoft #39;s VC-9 video codec for future BD-ROM content, the organisation said today.",1,1,tech,0.9687850332916901,Other Tech,0.13031211495399475,0.008005484938621521,Security,0.12230663001537323
4,Sci/Tech,"AMD dual-core demo pips Intel, IBM","AMD has demonstrated the company #39;s first dual-core microprocessors. Dual-core processors offer improved performance over single-core chips, especially in multithreaded applications.","AMD dual-core demo pips Intel, IBM. AMD has demonstrated the company #39;s first dual-core microprocessors. Dual-core processors offer improved performance over single-core chips, especially in multithreaded applications.",1,1,tech,0.9651549360276576,Other Tech,0.30350786447525024,0.025716960430145264,Other Tech,0.277790904045105
3,Business,Problem device bypassed trials,"The catheter that triggered three safety recalls by Boston Scientific Corp. of its best-selling Taxus coronary stent after being linked to three deaths and 47 injuries had not been subjected to the rigors of a human clinical trial, FDA records show.","Problem device bypassed trials. The catheter that triggered three safety recalls by Boston Scientific Corp. of its best-selling Taxus coronary stent after being linked to three deaths and 47 injuries had not been subjected to the rigors of a human clinical trial, FDA records show.",0,1,tech,0.719178519235042,Other Tech,0.1911647468805313,0.10097216069698334,Data Engineering/Messaging,0.09019258618354797
4,Sci/Tech,CRM Vendor Entellium Adopts Open-Source Strategy (TechWeb),TechWeb - Availability of Entellium's code could speed development of industry-specific CRM products.,CRM Vendor Entellium Adopts Open-Source Strategy (TechWeb). TechWeb - Availability of Entellium's code could speed development of industry-specific CRM products.,1,1,tech,0.9992646811890812,Other Tech,0.33791160583496094,0.017481982707977295,Collaboration/Utility,0.32042962312698364
4,Sci/Tech,Monster Mashes Attract Masses,Kaiju Big Battel -- a multimedia event in which costumed combatants spew toxic ooze on audience members -- is growing in popularity. There are already dedicated websites and a DVD series. Coming next: a book and TV pilot. By Xeni Jardin.,Monster Mashes Attract Masses. Kaiju Big Battel -- a multimedia event in which costumed combatants spew toxic ooze on audience members -- is growing in popularity. There are already dedicated websites and a DVD series. Coming next: a book and TV pilot. By Xeni Jardin.,1,1,tech,0.9496544228550453,Other Tech,0.12953698635101318,0.014803096652030945,Collaboration/Utility,0.11473388969898224
4,Sci/Tech,"Ooh la la, Apple unveils new iMac (SiliconValley.com)","SiliconValley.com - Attempting to capitalize on iPod mania, Apple Computer Tuesday unveiled a fast new version of the iMac that it all but touted as a smart accessory for the sexy music players.","Ooh la la, Apple unveils new iMac (SiliconValley.com). SiliconValley.com - Attempting to capitalize on iPod mania, Apple Computer Tuesday unveiled a fast new version of the iMac that it all but touted as a smart accessory for the sexy music players.",1,1,tech,0.9980935505306407,Other Tech,0.254859060049057,0.0960947722196579,Security,0.1587642878293991
4,Sci/Tech,China's Lenovo in talks with 'major IT firm' for acquisition (AFP),"AFP - China's largest manufacturer of personal computers Lenovo Group said it is in negotiations with a major information technology company, believed to be US-based IBM.","China's Lenovo in talks with 'major IT firm' for acquisition (AFP). AFP - China's largest manufacturer of personal computers Lenovo Group said it is in negotiations with a major information technology company, believed to be US-based IBM.",1,1,tech,0.5650138661182964,Other Tech,0.27221012115478516,0.07867293059825897,Security,0.19353719055652618
4,Sci/Tech,"Alien Contact More Likely by  quot;Mail quot; Than Radio, Study Says","Researchers behind the study speculate that other life-forms may have already sent us messages, perhaps even as organic material embedded in asteroids that have struck Earth.","Alien Contact More Likely by quot;Mail quot; Than Radio, Study Says. Researchers behind the study speculate that other life-forms may have already sent us messages, perhaps even as organic material embedded in asteroids that have struck Earth.",1,1,tech,0.9983514433185822,Other Tech,0.1696445345878601,0.026845186948776245,Other Tech,0.14279934763908386
4,Sci/Tech,Oracle Moves To Monthly Patch Schedule,An alert posted on the company #39;s Web site outlined the patches that should be posted to fix numerous security holes in a number of applications.,Oracle Moves To Monthly Patch Schedule. An alert posted on the company #39;s Web site outlined the patches that should be posted to fix numerous security holes in a number of applications.,1,1,tech,0.9882748923967436,Other Tech,0.2378029078245163,0.041925787925720215,Language,0.19587711989879608
4,Sci/Tech,Internet Explorer Wins the Battle,There #39;s a remarkable graph on Google #39;s Zeitgeist site showing the meteoric rise of Microsoft Internet Explorer 6 use and equally catastrophic decline of all other competing browsers.,Internet Explorer Wins the Battle. There #39;s a remarkable graph on Google #39;s Zeitgeist site showing the meteoric rise of Microsoft Internet Explorer 6 use and equally catastrophic decline of all other competing browsers.,1,1,tech,0.9974892084435394,Other Tech,0.3219013810157776,0.06552189588546753,DB/Storage,0.25637948513031006
